observationDate,observationPeriod,measurementMethod,observationAbout,value,agg_by,variableMeasured
1972-11,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/54,60.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-12,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/08,12.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-02,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/01,50.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1973-02,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/12,210.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaEntericaEtiology_WaterborneTransmission
1973-03,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/34,2.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-04,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/24,2.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaEntericaEtiology_WaterborneTransmission
1973-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/04,2.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaUnknown_WaterborneTransmission
1973-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/34,22.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,109.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/51,12.0,Etiology,dcs:Count_MedicalConditionIncident_LegionellaPneumophilaEtiology_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/02,50.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaUnknown_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/05,225.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/08,16.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/39,35.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/41,29.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/51,10.0,Etiology,dcs:Count_MedicalConditionIncident_LegionellaPneumophilaEtiology_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/05,42.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/09,74.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/34,46.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,181.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,24.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/47,5.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,153.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-10,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/12,194.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-11,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/50,32.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-12,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/24,94.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaUnknown_WaterborneTransmission
1973-12,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,145.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-12,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/50,20.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1974-01,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/12,1200.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1974-01,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/34,57.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-02,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/41,18.0,Etiology,dcs:Count_MedicalConditionIncident_FuelOil_WaterborneTransmission
1974-03,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/16,9.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-04,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/37,213.0,Etiology,dcs:Count_MedicalConditionIncident_Fluorine_WaterborneTransmission
1974-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/08,18.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1974-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/33,78.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1974-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/53,5.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaEntericaEtiology_WaterborneTransmission
1974-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/02,34.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaUnknown_WaterborneTransmission
1974-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/39,6.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaUnknown_WaterborneTransmission
1974-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,72.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/55,17.0,Etiology,dcs:Count_MedicalConditionIncident_Phenol_WaterborneTransmission
1974-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/08,85.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/33,7.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/41,419.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,600.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1974-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/06,18.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/36,20.0,Etiology,dcs:Count_MedicalConditionIncident_Chromium_WaterborneTransmission
1974-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,11.0,Etiology,dcs:Count_MedicalConditionIncident_LegionellaPneumophilaEtiology_WaterborneTransmission
1974-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/49,34.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1974-10,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,18.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-11,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/36,4800.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1974-12,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/30,615.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-01,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/34,390.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-02,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/25,17.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1975-03,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/72,550.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-04,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/18,1400.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-04,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/34,350.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-05,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/06,80.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-05,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/22,26.0,Etiology,dcs:Count_MedicalConditionIncident_FuelOil_WaterborneTransmission
1975-05,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/39,140.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/05,500.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/06,900.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/27,136.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/34,4.0,Etiology,dcs:Count_MedicalConditionIncident_Herbicide_WaterborneTransmission
1975-06,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/41,1000.0,Etiology,dcs:Count_MedicalConditionIncident_EColiEnterotoxigenicEtiology_WaterborneTransmission
1975-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/06,19.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,88.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-07,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/47,40.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/05,23.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/20,3.0,Etiology,dcs:Count_MedicalConditionIncident_LegionellaUnknown_WaterborneTransmission
1975-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/30,56.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1975-08,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,5037.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/16,9.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1975-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/22,30.0,Etiology,dcs:Count_MedicalConditionIncident_Copper_WaterborneTransmission
1975-09,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/41,7.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1975-10,P1Y,dcAggregate/NORSNonInfectiousDisease,geoId/42,100.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1971-06,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,200.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1971-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,22.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1971-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,187.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1971-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,3568.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1971-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,6.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1971-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,67.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1971-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,10.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1971-09,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,2.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1971-09,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,38.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1971-11,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,53.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1971-11,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,89.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1971-11,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,750.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1971-12,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,84.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-03,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,421.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-04,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,2.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1972-04,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,167.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-05,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,11.0,Etiology,dcs:Count_MedicalConditionIncident_Arsenic_WaterborneTransmission
1972-05,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,52.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1972-05,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,9.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1972-05,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,193.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-06,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,150.0,Etiology,dcs:Count_MedicalConditionIncident_Fluorine_WaterborneTransmission
1972-06,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,5.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaEntericaEtiology_WaterborneTransmission
1972-06,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,91.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,17.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1972-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,9.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1972-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,9.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-09,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,60.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1972-09,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,3.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaEntericaEtiology_WaterborneTransmission
1972-09,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,61.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1972-09,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,19.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-10,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,50.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1972-11,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,41.0,Etiology,dcs:Count_MedicalConditionIncident_FuelOil_WaterborneTransmission
1972-11,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,208.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1972-11,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,60.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1972-12,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,12.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-02,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,50.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1973-02,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,210.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaEntericaEtiology_WaterborneTransmission
1973-03,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,2.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-04,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,2.0,Etiology,dcs:Count_MedicalConditionIncident_SalmonellaEntericaEtiology_WaterborneTransmission
1973-06,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,12.0,Etiology,dcs:Count_MedicalConditionIncident_LegionellaPneumophilaEtiology_WaterborneTransmission
1973-06,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,2.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaUnknown_WaterborneTransmission
1973-06,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,131.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,16.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,35.0,Etiology,dcs:Count_MedicalConditionIncident_HepatitisA_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,10.0,Etiology,dcs:Count_MedicalConditionIncident_LegionellaPneumophilaEtiology_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,50.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaUnknown_WaterborneTransmission
1973-07,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,254.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,5.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,181.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1973-08,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,186.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-09,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,153.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-10,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,194.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1973-11,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,32.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-12,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,20.0,Etiology,dcs:Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_WaterborneTransmission
1973-12,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,94.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaUnknown_WaterborneTransmission
1973-12,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,145.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-01,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,1200.0,Etiology,dcs:Count_MedicalConditionIncident_ShigellaSonneiEtiology_WaterborneTransmission
1974-01,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,57.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
1974-02,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,18.0,Etiology,dcs:Count_MedicalConditionIncident_FuelOil_WaterborneTransmission
1974-03,P1Y,dcAggregate/NORSNonInfectiousDisease,country/USA,9.0,Etiology,dcs:Count_MedicalConditionIncident_NORSUnknown_WaterborneTransmission
