atc_code,atc_name,ddd,uom,adm_r,note
D06BX02,ingenol mebutate,NA,NA,NA,NA
D06BX03,tirbanibulin,NA,NA,NA,NA
D06C,"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS",NA,NA,NA,NA
D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",NA,NA,NA,NA
D07A,"CORTICOSTEROIDS, PLAIN",NA,NA,NA,NA
D07AA,"Corticosteroids, weak (group I)",NA,NA,NA,NA
D07AA01,methylprednisolone,NA,NA,NA,NA
D07AA02,hydrocortisone,NA,NA,NA,NA
D07AA03,prednisolone,NA,NA,NA,NA
D07AB,"Corticosteroids, moderately potent (group II)",NA,NA,NA,NA
D07AB01,clobetasone,NA,NA,NA,NA
D07AB02,hydrocortisone butyrate,NA,NA,NA,NA
D07AB03,flumetasone,NA,NA,NA,NA
D07AB04,fluocortin,NA,NA,NA,NA
D07AB05,fluperolone,NA,NA,NA,NA
D07AB06,fluorometholone,NA,NA,NA,NA
D07AB07,fluprednidene,NA,NA,NA,NA
D07AB08,desonide,NA,NA,NA,NA
D07AB09,triamcinolone,NA,NA,NA,NA
D07AB10,alclometasone,NA,NA,NA,NA
D07AB11,hydrocortisone buteprate,NA,NA,NA,NA
D07AB19,dexamethasone,NA,NA,NA,NA
D07AB21,clocortolone,NA,NA,NA,NA
D07AB30,combinations of corticosteroids,NA,NA,NA,NA
D07AC,"Corticosteroids, potent (group III)",NA,NA,NA,NA
D07AC01,betamethasone,NA,NA,NA,NA
D07AC02,fluclorolone,NA,NA,NA,NA
D07AC03,desoximetasone,NA,NA,NA,NA
D07AC04,fluocinolone acetonide,NA,NA,NA,NA
D07AC05,fluocortolone,NA,NA,NA,NA
D07AC06,diflucortolone,NA,NA,NA,NA
D07AC07,fludroxycortide,NA,NA,NA,NA
D07AC08,fluocinonide,NA,NA,NA,NA
D07AC09,budesonide,NA,NA,NA,NA
D07AC10,diflorasone,NA,NA,NA,NA
D07AC11,amcinonide,NA,NA,NA,NA
D07AC12,halometasone,NA,NA,NA,NA
D07AC13,mometasone,NA,NA,NA,NA
D07AC14,methylprednisolone aceponate,NA,NA,NA,NA
D07AC15,beclometasone,NA,NA,NA,NA
D07AC16,hydrocortisone aceponate,NA,NA,NA,NA
D07AC17,fluticasone,NA,NA,NA,NA
D07AC18,prednicarbate,NA,NA,NA,NA
D07AC19,difluprednate,NA,NA,NA,NA
D07AC21,ulobetasol,NA,NA,NA,NA
D07AD,"Corticosteroids, very potent (group IV)",NA,NA,NA,NA
D07AD01,clobetasol,NA,NA,NA,NA
D07AD02,halcinonide,NA,NA,NA,NA
D07B,"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",NA,NA,NA,NA
D07BA,"Corticosteroids, weak, combinations with antiseptics",NA,NA,NA,NA
D07BA01,prednisolone and antiseptics,NA,NA,NA,NA
D07BA04,hydrocortisone and antiseptics,NA,NA,NA,NA
D07BB,"Corticosteroids, moderately potent, combinations with antiseptics",NA,NA,NA,NA
D07BB01,flumetasone and antiseptics,NA,NA,NA,NA
D07BB02,desonide and antiseptics,NA,NA,NA,NA
D07BB03,triamcinolone and antiseptics,NA,NA,NA,NA
D07BB04,hydrocortisone butyrate and antiseptics,NA,NA,NA,NA
D07BC,"Corticosteroids, potent, combinations with antiseptics",NA,NA,NA,NA
D07BC01,betamethasone and antiseptics,NA,NA,NA,NA
D07BC02,fluocinolone acetonide and antiseptics,NA,NA,NA,NA
D07BC03,fluocortolone and antiseptics,NA,NA,NA,NA
D07BC04,diflucortolone and antiseptics,NA,NA,NA,NA
D07BD,"Corticosteroids, very potent, combinations with antiseptics",NA,NA,NA,NA
D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",NA,NA,NA,NA
D07CA,"Corticosteroids, weak, combinations with antibiotics",NA,NA,NA,NA
D07CA01,hydrocortisone and antibiotics,NA,NA,NA,NA
D07CA02,methylprednisolone and antibiotics,NA,NA,NA,NA
D07CA03,prednisolone and antibiotics,NA,NA,NA,NA
D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",NA,NA,NA,NA
D07CB01,triamcinolone and antibiotics,NA,NA,NA,NA
D07CB02,fluprednidene and antibiotics,NA,NA,NA,NA
D07CB03,fluorometholone and antibiotics,NA,NA,NA,NA
D07CB04,dexamethasone and antibiotics,NA,NA,NA,NA
D07CB05,flumetasone and antibiotics,NA,NA,NA,NA
D07CC,"Corticosteroids, potent, combinations with antibiotics",NA,NA,NA,NA
D07CC01,betamethasone and antibiotics,NA,NA,NA,NA
D07CC02,fluocinolone acetonide and antibiotics,NA,NA,NA,NA
D07CC03,fludroxycortide and antibiotics,NA,NA,NA,NA
D07CC04,beclometasone and antibiotics,NA,NA,NA,NA
D07CC05,fluocinonide and antibiotics,NA,NA,NA,NA
D07CC06,fluocortolone and antibiotics,NA,NA,NA,NA
D07CD,"Corticosteroids, very potent, combinations with antibiotics",NA,NA,NA,NA
D07CD01,clobetasol and antibiotics,NA,NA,NA,NA
D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",NA,NA,NA,NA
D07XA,"Corticosteroids, weak, other combinations",NA,NA,NA,NA
D07XA01,hydrocortisone,NA,NA,NA,NA
D07XA02,prednisolone,NA,NA,NA,NA
D07XB,"Corticosteroids, moderately potent, other combinations",NA,NA,NA,NA
D07XB01,flumetasone,NA,NA,NA,NA
D07XB02,triamcinolone,NA,NA,NA,NA
D07XB03,fluprednidene,NA,NA,NA,NA
D07XB04,fluorometholone,NA,NA,NA,NA
D07XB05,dexamethasone,NA,NA,NA,NA
D07XB30,combinations of corticosteroids,NA,NA,NA,NA
D07XC,"Corticosteroids, potent, other combinations",NA,NA,NA,NA
D07XC01,betamethasone,NA,NA,NA,NA
D07XC02,desoximetasone,NA,NA,NA,NA
D07XC03,mometasone,NA,NA,NA,NA
D07XC04,diflucortolone,NA,NA,NA,NA
D07XC05,fluocortolone,NA,NA,NA,NA
D07XD,"Corticosteroids, very potent, other combinations",NA,NA,NA,NA
D08,ANTISEPTICS AND DISINFECTANTS,NA,NA,NA,NA
D08A,ANTISEPTICS AND DISINFECTANTS,NA,NA,NA,NA
D08AA,Acridine derivatives,NA,NA,NA,NA
D08AA01,ethacridine lactate,NA,NA,NA,NA
D08AA02,aminoacridine,NA,NA,NA,NA
D08AA03,euflavine,NA,NA,NA,NA
D08AB,Aluminium agents,NA,NA,NA,NA
D08AC,Biguanides and amidines,NA,NA,NA,NA
D08AC01,dibrompropamidine,NA,NA,NA,NA
D08AC02,chlorhexidine,NA,NA,NA,NA
D08AC03,propamidine,NA,NA,NA,NA
D08AC04,hexamidine,NA,NA,NA,NA
D08AC05,polihexanide,NA,NA,NA,NA
D08AC52,"chlorhexidine, combinations",NA,NA,NA,NA
D08AD,Boric acid products,NA,NA,NA,NA
D08AE,Phenol and derivatives,NA,NA,NA,NA
D08AE01,hexachlorophene,NA,NA,NA,NA
D08AE02,policresulen,NA,NA,NA,NA
D08AE03,phenol,NA,NA,NA,NA
D08AE04,triclosan,NA,NA,NA,NA
D08AE05,chloroxylenol,NA,NA,NA,NA
D08AE06,biphenylol,NA,NA,NA,NA
D08AF,Nitrofuran derivatives,NA,NA,NA,NA
D08AF01,nitrofural,NA,NA,NA,NA
D08AG,Iodine products,NA,NA,NA,NA
D08AG01,iodine/octylphenoxypolyglycolether,NA,NA,NA,NA
D08AG02,povidone-iodine,NA,NA,NA,NA
D08AG03,iodine,NA,NA,NA,NA
D08AG04,diiodohydroxypropane,NA,NA,NA,NA
D08AH,Quinoline derivatives,NA,NA,NA,NA
D08AH01,dequalinium,NA,NA,NA,NA
D08AH02,chlorquinaldol,NA,NA,NA,NA
D08AH03,oxyquinoline,NA,NA,NA,NA
D08AH30,clioquinol,NA,NA,NA,NA
D08AJ,Quaternary ammonium compounds,NA,NA,NA,NA
D08AJ01,benzalkonium,NA,NA,NA,NA
D08AJ02,cetrimonium,NA,NA,NA,NA
D08AJ03,cetylpyridinium,NA,NA,NA,NA
D08AJ04,cetrimide,NA,NA,NA,NA
D08AJ05,benzoxonium chloride,NA,NA,NA,NA
D08AJ06,didecyldimethylammonium chloride,NA,NA,NA,NA
D08AJ08,benzethonium chloride,NA,NA,NA,NA
D08AJ10,decamethoxine,NA,NA,NA,NA
D08AJ57,"octenidine, combinations",NA,NA,NA,NA
D08AJ58,"benzethonium chloride, combinations",NA,NA,NA,NA
D08AJ59,"dodeclonium bromide, combinations",NA,NA,NA,NA
D08AK,Mercurial products,NA,NA,NA,NA
D08AK01,mercuric amidochloride,NA,NA,NA,NA
D08AK02,phenylmercuric borate,NA,NA,NA,NA
D08AK03,mercuric chloride,NA,NA,NA,NA
D08AK04,merbromin,NA,NA,NA,NA
D08AK05,"mercury, metallic",NA,NA,NA,NA
D08AK06,thiomersal,NA,NA,NA,NA
D08AK30,mercuric iodide,NA,NA,NA,NA
D08AL,Silver compounds,NA,NA,NA,NA
D08AL01,silver nitrate,NA,NA,NA,NA
D08AL30,silver,NA,NA,NA,NA
D08AX,Other antiseptics and disinfectants,NA,NA,NA,NA
D08AX01,hydrogen peroxide,NA,NA,NA,NA
D08AX02,eosin,NA,NA,NA,NA
D08AX03,propanol,NA,NA,NA,NA
D08AX04,tosylchloramide sodium,NA,NA,NA,NA
D08AX05,isopropanol,NA,NA,NA,NA
D08AX06,potassium permanganate,NA,NA,NA,NA
D08AX07,sodium hypochlorite,NA,NA,NA,NA
D08AX08,ethanol,NA,NA,NA,NA
D08AX53,"propanol, combinations",NA,NA,NA,NA
D09,MEDICATED DRESSINGS,NA,NA,NA,NA
D09A,MEDICATED DRESSINGS,NA,NA,NA,NA
D09AA,Medicated dressings with antiinfectives,NA,NA,NA,NA
D09AA01,framycetin,NA,NA,NA,NA
D09AA02,fusidic acid,NA,NA,NA,NA
D09AA03,nitrofural,NA,NA,NA,NA
D09AA04,phenylmercuric nitrate,NA,NA,NA,NA
D09AA05,benzododecinium,NA,NA,NA,NA
D09AA06,triclosan,NA,NA,NA,NA
D09AA07,cetylpyridinium,NA,NA,NA,NA
D09AA08,aluminium chlorohydrate,NA,NA,NA,NA
D09AA09,povidone-iodine,NA,NA,NA,NA
D09AA10,clioquinol,NA,NA,NA,NA
D09AA11,benzalkonium,NA,NA,NA,NA
D09AA12,chlorhexidine,NA,NA,NA,NA
D09AA13,iodoform,NA,NA,NA,NA
D09AB,Zinc bandages,NA,NA,NA,NA
D09AB01,zinc bandage without supplements,NA,NA,NA,NA
D09AB02,zinc bandage with supplements,NA,NA,NA,NA
D09AX,Soft paraffin dressings,NA,NA,NA,NA
D10,ANTI-ACNE PREPARATIONS,NA,NA,NA,NA
D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,NA,NA,NA,NA
D10AA,"Corticosteroids, combinations for treatment of acne",NA,NA,NA,NA
D10AA01,fluorometholone,NA,NA,NA,NA
D10AA02,methylprednisolone,NA,NA,NA,NA
D10AA03,dexamethasone,NA,NA,NA,NA
D10AB,Preparations containing sulfur,NA,NA,NA,NA
D10AB01,bithionol,NA,NA,NA,NA
D10AB02,sulfur,NA,NA,NA,NA
D10AB03,tioxolone,NA,NA,NA,NA
D10AB05,mesulfen,NA,NA,NA,NA
D10AD,Retinoids for topical use in acne,NA,NA,NA,NA
D10AD01,tretinoin,NA,NA,NA,NA
D10AD02,retinol,NA,NA,NA,NA
D10AD03,adapalene,NA,NA,NA,NA
D10AD04,isotretinoin,NA,NA,NA,NA
D10AD05,motretinide,NA,NA,NA,NA
D10AD06,trifarotene,NA,NA,NA,NA
D10AD51,"tretinoin, combinations",NA,NA,NA,NA
D10AD53,"adapalene, combinations",NA,NA,NA,NA
D10AD54,"isotretinoin, combinations",NA,NA,NA,NA
D10AE,Peroxides,NA,NA,NA,NA
D10AE01,benzoyl peroxide,NA,NA,NA,NA
D10AE51,"benzoyl peroxide, combinations",NA,NA,NA,NA
D10AF,Antiinfectives for treatment of acne,NA,NA,NA,NA
D10AF01,clindamycin,NA,NA,NA,NA
D10AF02,erythromycin,NA,NA,NA,NA
D10AF03,chloramphenicol,NA,NA,NA,NA
D10AF04,meclocycline,NA,NA,NA,NA
D10AF05,nadifloxacin,NA,NA,NA,NA
D10AF06,sulfacetamide,NA,NA,NA,NA
D10AF07,minocycline,NA,NA,NA,NA
D10AF51,"clindamycin, combinations",NA,NA,NA,NA
D10AF52,"erythromycin, combinations",NA,NA,NA,NA
D10AX,Other anti-acne preparations for topical use,NA,NA,NA,NA
D10AX01,aluminium chloride,NA,NA,NA,NA
D10AX02,resorcinol,NA,NA,NA,NA
D10AX03,azelaic acid,NA,NA,NA,NA
D10AX04,aluminium oxide,NA,NA,NA,NA
D10AX05,dapsone,NA,NA,NA,NA
D10AX06,clascoterone,NA,NA,NA,NA
D10AX30,various combinations,NA,NA,NA,NA
D10B,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,NA,NA,NA,NA
D10BA,Retinoids for treatment of acne,NA,NA,NA,NA
D10BA01,isotretinoin,30,mg,O,NA
D10BX,Other anti-acne preparations for systemic use,NA,NA,NA,NA
D10BX01,ichtasol,NA,NA,NA,NA
D11,OTHER DERMATOLOGICAL PREPARATIONS,NA,NA,NA,NA
D11A,OTHER DERMATOLOGICAL PREPARATIONS,NA,NA,NA,NA
D11AA,Antihidrotics,NA,NA,NA,NA
D11AA01,glycopyrronium,NA,NA,NA,NA
D11AC,Medicated shampoos,NA,NA,NA,NA
D11AC01,cetrimide,NA,NA,NA,NA
D11AC02,cadmium compounds,NA,NA,NA,NA
D11AC03,selenium compounds,NA,NA,NA,NA
D11AC06,povidone-iodine,NA,NA,NA,NA
D11AC08,sulfur compounds,NA,NA,NA,NA
D11AC09,xenysalate,NA,NA,NA,NA
D11AC30,others,NA,NA,NA,NA
D11AE,Androgens for topical use,NA,NA,NA,NA
D11AE01,metandienone,NA,NA,NA,NA
D11AF,Wart and anti-corn preparations,NA,NA,NA,NA
D11AH,"Agents for dermatitis, excluding corticosteroids",NA,NA,NA,NA
D11AH01,tacrolimus,NA,NA,NA,NA
D11AH02,pimecrolimus,NA,NA,NA,NA
D11AH03,cromoglicic acid,NA,NA,NA,NA
D11AH04,alitretinoin,20,mg,O,NA
D11AH05,dupilumab,21.4,mg,P,NA
D11AH06,crisaborole,NA,NA,NA,NA
D11AH07,tralokinumab,16.1,mg,P,NA
D11AH08,abrocitinib,0.15,g,O,NA
D11AH09,ruxolitinib,NA,NA,NA,NA
D11AX,Other dermatologicals,NA,NA,NA,NA
D11AX01,minoxidil,NA,NA,NA,NA
D11AX02,gamolenic acid,0.4,g,O,NA
D11AX03,calcium gluconate,NA,NA,NA,NA
D11AX04,lithium succinate,NA,NA,NA,NA
D11AX05,magnesium sulfate,NA,NA,NA,NA
D11AX06,mequinol,NA,NA,NA,NA
D11AX08,tiratricol,NA,NA,NA,NA
D11AX09,oxaceprol,NA,NA,NA,NA
D11AX10,finasteride,1,mg,O,NA
D11AX11,hydroquinone,NA,NA,NA,NA
D11AX12,pyrithione zinc,NA,NA,NA,NA
D11AX13,monobenzone,NA,NA,NA,NA
D11AX16,eflornithine,NA,NA,NA,NA
D11AX18,diclofenac,NA,NA,NA,NA
D11AX21,brimonidine,NA,NA,NA,NA
D11AX22,ivermectin,NA,NA,NA,NA
D11AX23,aminobenzoate potassium,NA,NA,NA,NA
D11AX24,deoxycholic acid,NA,NA,NA,NA
D11AX25,hydrogen peroxide,NA,NA,NA,NA
D11AX26,caffeine,NA,NA,NA,NA
D11AX27,oxymetazoline,NA,NA,NA,NA
D11AX52,"gamolenic acid, combinations",NA,NA,NA,NA
D11AX57,"collagen, combinations",NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,NA,NA,NA,NA
G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,NA,NA,NA,NA
G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",NA,NA,NA,NA
G01AA,Antibiotics,NA,NA,NA,NA
G01AA01,nystatin,0.1,MU,V,NA
G01AA02,natamycin,25,mg,V,NA
G01AA03,amphotericin B,0.2,g,V,NA
G01AA04,candicidin,6,mg,V,NA
G01AA05,chloramphenicol,NA,NA,NA,NA
G01AA06,hachimycin,NA,NA,NA,NA
G01AA07,oxytetracycline,NA,NA,NA,NA
G01AA08,carfecillin,NA,NA,NA,NA
G01AA09,mepartricin,NA,NA,NA,NA
G01AA10,clindamycin,0.1,g,V,NA
G01AA11,pentamycin,NA,NA,NA,NA
G01AA51,"nystatin, combinations",NA,NA,NA,NA
G01AB,Arsenic compounds,NA,NA,NA,NA
G01AB01,acetarsol,0.5,g,V,NA
G01AC,Quinoline derivatives,NA,NA,NA,NA
G01AC01,diiodohydroxyquinoline,0.2,g,V,NA
G01AC02,clioquinol,NA,NA,NA,NA
G01AC03,chlorquinaldol,0.2,g,V,NA
G01AC05,dequalinium,20,mg,V,NA
G01AC06,broxyquinoline,0.1,g,V,NA
G01AC30,oxyquinoline,NA,NA,NA,NA
G01AD,Organic acids,NA,NA,NA,NA
G01AD01,lactic acid,NA,NA,NA,NA
G01AD02,acetic acid,NA,NA,NA,NA
G01AD03,ascorbic acid,0.25,g,V,NA
G01AE,Sulfonamides,NA,NA,NA,NA
G01AE01,sulfatolamide,NA,NA,NA,NA
G01AE10,combinations of sulfonamides,NA,NA,NA,NA
G01AF,Imidazole derivatives,NA,NA,NA,NA
G01AF01,metronidazole,0.5,g,V,NA
G01AF02,clotrimazole,0.1,g,V,NA
G01AF04,miconazole,0.1,g,V,NA
G01AF05,econazole,0.1,g,V,NA
G01AF06,ornidazole,NA,NA,NA,NA
G01AF07,isoconazole,0.6,g,V,NA
G01AF08,tioconazole,0.3,g,V,Single dose treatment
G01AF11,ketoconazole,0.4,g,V,NA
G01AF12,fenticonazole,0.1,g,V,NA
G01AF13,azanidazole,NA,NA,NA,NA
G01AF14,propenidazole,NA,NA,NA,NA
G01AF15,butoconazole,0.1,g,V,NA
G01AF16,omoconazole,NA,NA,NA,NA
G01AF17,oxiconazole,NA,NA,NA,NA
G01AF18,flutrimazole,NA,NA,NA,NA
G01AF19,sertaconazole,NA,NA,NA,NA
G01AF20,combinations of imidazole derivatives,NA,NA,NA,NA
G01AF21,tinidazole,0.2,g,V,NA
G01AF55,"econazole, combinations",NA,NA,NA,NA
G01AG,Triazole derivatives,NA,NA,NA,NA
G01AG02,terconazole,80,mg,V,NA
G01AX,Other antiinfectives and antiseptics,NA,NA,NA,NA
G01AX01,clodantoin,0.1,g,V,NA
G01AX02,inosine,NA,NA,NA,NA
G01AX03,policresulen,90,mg,V,NA
G01AX05,nifuratel,0.6,g,O,NA
G01AX05,nifuratel,0.6,g,V,NA
G01AX06,furazolidone,NA,NA,NA,NA
G01AX09,methylrosaniline,NA,NA,NA,NA
G01AX11,povidone-iodine,0.2,g,V,NA
G01AX12,ciclopirox,NA,NA,NA,NA
G01AX13,protiofate,NA,NA,NA,NA
G01AX14,lactobacillus,NA,NA,NA,NA
G01AX15,copper usnate,NA,NA,NA,NA
G01AX16,hexetidine,NA,NA,NA,NA
G01AX17,dapivirine,NA,NA,NA,NA
G01AX66,"octenidine, combinations",NA,NA,NA,NA
G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,NA,NA,NA,NA
G01BA,Antibiotics and corticosteroids,NA,NA,NA,NA
G01BC,Quinoline derivatives and corticosteroids,NA,NA,NA,NA
G01BD,Antiseptics and corticosteroids,NA,NA,NA,NA
G01BE,Sulfonamides and corticosteroids,NA,NA,NA,NA
G01BF,Imidazole derivatives and corticosteroids,NA,NA,NA,NA
G02,OTHER GYNECOLOGICALS,NA,NA,NA,NA
G02A,UTEROTONICS,NA,NA,NA,NA
G02AB,Ergot alkaloids,NA,NA,NA,NA
G02AB01,methylergometrine,0.2,mg,O,NA
G02AB01,methylergometrine,0.2,mg,P,NA
G02AB02,ergot alkaloids,NA,NA,NA,NA
G02AB03,ergometrine,0.2,mg,O,NA
G02AB03,ergometrine,0.2,mg,P,NA
G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination",NA,NA,NA,NA
G02AC01,methylergometrine and oxytocin,NA,NA,NA,NA
G02AD,Prostaglandins,NA,NA,NA,NA
G02AD01,dinoprost,25,mg,P,NA
G02AD02,dinoprostone,0.5,mg,O,NA
G02AD02,dinoprostone,0.5,mg,V,NA
G02AD03,gemeprost,1,mg,V,Single dose treatment
G02AD04,carboprost,2.5,mg,P,Single dose treatment
G02AD05,sulprostone,0.5,mg,P,NA
G02AD06,misoprostol,0.2,mg,O,NA
G02AD06,misoprostol,0.2,mg,V,"""vaginal insert, refers to the content of one vaginal insert"""
G02AX,Other uterotonics,NA,NA,NA,NA
G02B,CONTRACEPTIVES FOR TOPICAL USE,NA,NA,NA,NA
G02BA,Intrauterine contraceptives,NA,NA,NA,NA
G02BA01,plastic IUD,NA,NA,NA,NA
G02BA02,plastic IUD with copper,NA,NA,NA,NA
G02BA03,plastic IUD with progestogen,NA,NA,NA,NA
G02BB,Intravaginal contraceptives,NA,NA,NA,NA
G02BB01,vaginal ring with progestogen and estrogen,NA,NA,NA,NA
G02BB02,vaginal ring with progestogen,NA,NA,NA,NA
G02C,OTHER GYNECOLOGICALS,NA,NA,NA,NA
G02CA,"Sympathomimetics, labour repressants",NA,NA,NA,NA
G02CA01,ritodrine,40,mg,O,NA
G02CA01,ritodrine,40,mg,P,NA
G02CA02,buphenine,30,mg,P,NA
G02CA03,fenoterol,NA,NA,NA,NA
G02CB,Prolactine inhibitors,NA,NA,NA,NA
G02CB01,bromocriptine,5,mg,O,NA
G02CB01,bromocriptine,5,mg,P,NA
G02CB02,lisuride,0.6,mg,O,NA
G02CB03,cabergoline,0.5,mg,O,NA
G02CB04,quinagolide,75,mcg,O,NA
G02CB05,metergoline,NA,NA,NA,NA
G02CB06,terguride,NA,NA,NA,NA
G02CC,Antiinflammatory products for vaginal administration,NA,NA,NA,NA
G02CC01,ibuprofen,NA,NA,NA,NA
G02CC02,naproxen,NA,NA,NA,NA
G02CC03,benzydamine,NA,NA,NA,NA
G02CC04,flunoxaprofen,NA,NA,NA,NA
G02CX,Other gynecologicals,NA,NA,NA,NA
G02CX01,atosiban,165,mg,P,NA
G02CX02,flibanserin,NA,NA,NA,NA
G02CX03,Agni casti fructus,NA,NA,NA,NA
G02CX04,Cimicifugae rhizoma,NA,NA,NA,NA
G02CX05,bremelanotide,NA,NA,NA,NA
G02CX06,fezolinetant,NA,NA,NA,NA
G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,NA,NA,NA,NA
G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,NA,NA,NA,NA
G03AA,"Progestogens and estrogens, fixed combinations",NA,NA,NA,NA
G03AA01,etynodiol and ethinylestradiol,NA,NA,NA,NA
G03AA02,quingestanol and ethinylestradiol,NA,NA,NA,NA
G03AA03,lynestrenol and ethinylestradiol,NA,NA,NA,NA
G03AA04,megestrol and ethinylestradiol,NA,NA,NA,NA
G03AA05,norethisterone and ethinylestradiol,NA,NA,NA,NA
G03AA06,norgestrel and ethinylestradiol,NA,NA,NA,NA
G03AA07,levonorgestrel and ethinylestradiol,NA,NA,NA,NA
G03AA08,medroxyprogesterone and ethinylestradiol,NA,NA,NA,NA
G03AA09,desogestrel and ethinylestradiol,NA,NA,NA,NA
G03AA10,gestodene and ethinylestradiol,NA,NA,NA,NA
G03AA11,norgestimate and ethinylestradiol,NA,NA,NA,NA
G03AA12,drospirenone and ethinylestradiol,NA,NA,NA,NA
G03AA13,norelgestromin and ethinylestradiol,NA,NA,NA,NA
G03AA14,nomegestrol and estradiol,NA,NA,NA,NA
G03AA15,chlormadinone and ethinylestradiol,NA,NA,NA,NA
G03AA16,dienogest and ethinylestradiol,NA,NA,NA,NA
G03AA17,medroxyprogesterone and estradiol,NA,NA,NA,NA
G03AA18,drospirenone and estetrol,NA,NA,NA,NA
G03AB,"Progestogens and estrogens, sequential preparations",NA,NA,NA,NA
G03AB01,megestrol and ethinylestradiol,NA,NA,NA,NA
G03AB02,lynestrenol and ethinylestradiol,NA,NA,NA,NA
G03AB03,levonorgestrel and ethinylestradiol,NA,NA,NA,NA
G03AB04,norethisterone and ethinylestradiol,NA,NA,NA,NA
G03AB05,desogestrel and ethinylestradiol,NA,NA,NA,NA
G03AB06,gestodene and ethinylestradiol,NA,NA,NA,NA
G03AB07,chlormadinone and ethinylestradiol,NA,NA,NA,NA
G03AB08,dienogest and estradiol,NA,NA,NA,NA
G03AB09,norgestimate and ethinylestradiol,NA,NA,NA,NA
G03AC,Progestogens,NA,NA,NA,NA
G03AC01,norethisterone,2.5,mg,P,NA
G03AC02,lynestrenol,NA,NA,NA,NA
G03AC03,levonorgestrel,NA,NA,NA,NA
G03AC04,quingestanol,NA,NA,NA,NA
G03AC05,megestrol,NA,NA,NA,NA
G03AC06,medroxyprogesterone,1.67,mg,P,NA
G03AC07,norgestrienone,NA,NA,NA,NA
G03AC08,etonogestrel,68,mcg,s.c. implant,NA
G03AC09,desogestrel,NA,NA,NA,NA
G03AC10,drospirenone,NA,NA,NA,NA
G03AD,Emergency contraceptives,NA,NA,NA,NA
G03AD01,levonorgestrel,1.5,mg,O,NA
G03AD02,ulipristal,30,mg,O,NA
G03B,ANDROGENS,NA,NA,NA,NA
G03BA,3-oxoandrosten (4) derivatives,NA,NA,NA,NA
G03BA01,fluoxymesterone,5,mg,O,NA
G03BA02,methyltestosterone,25,mg,O,NA
G03BA03,testosterone,0.12,g,O,NA
G03BA03,testosterone,18,mg,P,NA
G03BA03,testosterone,0.12,g,R,NA
G03BA03,testosterone,60,mg,SL,NA
G03BA03,testosterone,50,mg,TD,gel
G03BA03,testosterone,3,mg,TD,NA
G03BB,5-androstanon (3) derivatives,NA,NA,NA,NA
G03BB01,mesterolone,50,mg,O,NA
G03BB02,androstanolone,NA,NA,NA,NA
G03C,ESTROGENS,NA,NA,NA,NA
G03CA,"Natural and semisynthetic estrogens, plain",NA,NA,NA,NA
G03CA01,ethinylestradiol,25,mcg,O,NA
G03CA03,estradiol,0.3,mg,N,NA
G03CA03,estradiol,2,mg,O,NA
G03CA03,estradiol,1,mg,P,depot short duration
G03CA03,estradiol,0.3,mg,P,depot long duration
G03CA03,estradiol,5,mg,R,NA
G03CA03,estradiol,50,mcg,TD,"""patch, refer to amount delivered per 24 hours"""
G03CA03,estradiol,1,mg,TD,gel
G03CA03,estradiol,1.53,mg,TD,spray
G03CA03,estradiol,25,mcg,V,NA
G03CA03,estradiol,7.5,mcg,V,"""vaginal ring,  refers to amount delivered per 24 hours"""
G03CA04,estriol,2,mg,O,NA
G03CA04,estriol,2,mg,P,NA
G03CA04,estriol,0.2,mg,V,NA
G03CA06,chlorotrianisene,24,mg,O,NA
G03CA07,estrone,1,mg,O,NA
G03CA09,promestriene,NA,NA,NA,NA
G03CA53,"estradiol, combinations",NA,NA,NA,NA
G03CA57,conjugated estrogens,0.625,mg,O,NA
G03CA57,conjugated estrogens,0.625,mg,V,NA
G03CB,"Synthetic estrogens, plain",NA,NA,NA,NA
G03CB01,dienestrol,2.5,mg,O,NA
G03CB01,dienestrol,0.2,mg,V,NA
G03CB02,diethylstilbestrol,0.2,mg,O,NA
G03CB02,diethylstilbestrol,1,mg,V,NA
G03CB03,methallenestril,9,mg,O,NA
G03CB04,moxestrol,NA,NA,NA,NA
G03CC,"Estrogens, combinations with other drugs",NA,NA,NA,NA
G03CC02,dienestrol,NA,NA,NA,NA
G03CC03,methallenestril,NA,NA,NA,NA
G03CC04,estrone,NA,NA,NA,NA
G03CC05,diethylstilbestrol,NA,NA,NA,NA
