YEAR,LOCATION,SV,MEASUREMENT_METHOD,OBSERVATION
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,686
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,717
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,742
1990,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,133
1991,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,130
1992,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,124
1993,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,121
1994,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,112
1995,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,110
1996,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,107
1997,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,104
1998,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,103
1999,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,96
2000,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,195
2001,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,208
2002,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,205
2003,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,226
2004,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,223
2005,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,230
2006,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,231
2007,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,232
2008,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,248
2009,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,254
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,266
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,264
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,270
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,284
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,285
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,281
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,297
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,296
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,301
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,312
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,325
2000,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,131
2001,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,146
2002,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,164
2003,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,163
2004,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,172
2005,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,182
2006,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,193
2007,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,194
2008,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,213
2009,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,213
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,230
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,244
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,252
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,261
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,274
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,284
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,313
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,338
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,345
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,370
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,370
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,303
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,308
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,326
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,357
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,361
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,365
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,407
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,438
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,450
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,465
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,474
1990,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,98
1991,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,96
1992,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,98
1993,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,100
1994,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,101
1995,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,108
1996,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,109
1997,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,109
1998,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,111
1999,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,113
1990,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8632
1991,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8727
1992,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8823
1993,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8958
1994,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9021
1995,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9108
1996,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9202
1997,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9408
1998,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9436
1999,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9458
2000,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9138
2001,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,9054
2002,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8974
2003,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8823
2004,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8796
2005,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8724
2006,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8647
2007,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8670
2008,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8684
2009,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8675
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8757
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8719
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8770
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8764
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8638
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8684
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8599
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8745
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8739
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8815
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,8872
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9138
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9137
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9205
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9200
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9140
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9201
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9122
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9276
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9277
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9370
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9476
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,39
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,33
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,45
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,43
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,56
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,51
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,55
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,57
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,72
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,54
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,59
2000,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,11
2001,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,9
2002,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,8
2003,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,7
2004,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,11
2005,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,10
2006,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,11
2007,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,11
2008,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,10
2009,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,14
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,14
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,15
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,17
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,21
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,32
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,25
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,25
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,28
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,34
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,30
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,29
2000,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,416
2001,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,460
2002,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,470
2003,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,502
2004,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,525
2005,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,556
2006,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,592
2007,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,621
2008,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,651
2009,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,717
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,758
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,805
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,839
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,859
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,921
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,961
2016,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,959
2017,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,976
2018,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,1000
2019,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,1010
2020,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,1075
2010,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,44110
2011,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,44089
2012,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,43968
2013,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,43910
2014,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,43951
2015,geoId/01033,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,43798
