"Table with row headers in columns A, C, and D and column headers in row 6.",,,,,,,,,,,,,,,,,,,,,
"Estimates of the Population of States by Age, Sex, and Race:  1970-1979",,,,,,,,,,,,,,,,,,,,,
"Source:  1970-1979 Population Estimates by Age, Sex, and Race, PE-19",,,,,,,,,,,,,,,,,,,,,
"Internet Release Date:  November 5, 2004",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Year of Estimate,FIPS State Code,State Name,Race/Sex Indicator,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
1972,31,Nebraska,Other races female,654,669,615,571,549,466,419,375,314,251,179,149,115,115,101,78,33,35
1972,32,Nevada,White male,"20,739","22,640","24,868","21,625","21,366","20,926","18,039","16,270","16,019","15,910","15,322","13,294","10,519","7,373","4,560","2,670","1,354",737
1972,32,Nevada,White female,"19,932","21,710","23,891","21,186","20,832","20,394","17,343","15,179","14,862","15,245","14,628","12,460","9,901","7,143","4,741","3,125","1,843","1,145"
1972,32,Nevada,Black male,"2,101","2,080","1,972","1,661","1,610","1,367","1,153",904,838,673,579,465,367,265,141,69,20,19
1972,32,Nevada,Black female,"2,026","2,098","2,036","1,604","1,560","1,375","1,127",956,807,688,556,436,336,278,121,69,45,23
1972,32,Nevada,Other races male,710,781,800,727,675,543,579,429,413,313,281,265,199,193,109,61,26,28
1972,32,Nevada,Other races female,748,771,807,738,699,649,626,557,473,374,294,225,159,145,70,53,41,28
1972,33,New Hampshire,White male,"33,395","36,600","40,094","37,448","32,410","28,275","23,187","20,388","20,628","20,943","20,418","17,714","15,396","12,418","9,189","6,177","3,417","2,058"
1972,33,New Hampshire,White female,"31,779","34,903","37,944","36,281","32,590","28,312","23,274","20,469","20,985","21,695","21,380","19,418","17,796","15,593","12,952","9,877","6,397","4,723"
1972,33,New Hampshire,Black male,186,163,132,232,295,161,123,109,72,58,42,31,19,17,14,8,4,5
1972,33,New Hampshire,Black female,194,152,137,126,152,103,81,79,61,40,31,23,21,20,10,6,4,2
1972,33,New Hampshire,Other races male,154,98,87,100,137,98,85,87,56,38,35,19,19,21,15,9,3,11
1972,33,New Hampshire,Other races female,149,107,91,77,127,134,116,107,79,55,29,33,21,12,21,21,9,14
1972,34,New Jersey,White male,"243,124","282,011","319,591","288,913","231,395","216,351","181,581","173,795","194,562","205,961","203,067","176,969","144,717","106,029","74,370","50,018","28,055","14,693"
1972,34,New Jersey,White female,"231,490","268,485","306,221","279,328","241,247","225,812","191,515","182,472","202,520","221,440","219,646","191,847","162,831","132,877","107,587","81,671","50,932","31,780"
1972,34,New Jersey,Black male,"44,931","48,449","49,955","41,960","31,151","26,011","24,128","21,909","21,691","19,313","16,632","12,991","10,247","7,904","4,955","2,978","1,468",908
1972,34,New Jersey,Black female,"44,484","47,831","49,396","43,149","37,670","32,813","31,073","27,265","25,222","22,246","19,102","15,390","12,885","10,201","6,866","4,295","2,442","1,681"
1972,34,New Jersey,Other races male,"2,930","2,662","2,272","1,824","1,779","2,100","2,523","2,136","1,738","1,182",770,588,475,398,290,171,129,99
1972,34,New Jersey,Other races female,"2,949","2,631","2,139","1,789","2,242","2,827","2,930","2,364","1,794","1,155",807,663,539,423,323,216,129,89
1972,35,New Mexico,White male,"44,494","49,856","56,526","51,987","42,972","34,757","28,476","26,351","26,584","25,544","23,552","20,347","17,035","13,412","8,920","5,830","3,368","1,900"
1972,35,New Mexico,White female,"42,863","48,118","55,090","50,887","42,218","35,509","29,825","27,477","27,326","26,934","24,719","21,512","18,394","15,150","10,667","7,636","4,700","3,113"
1972,35,New Mexico,Black male,"1,190","1,297","1,330","1,224","1,268",748,604,596,494,405,361,299,245,212,149,82,49,27
1972,35,New Mexico,Black female,"1,187","1,248","1,324","1,197",987,681,589,557,522,417,355,335,268,211,137,90,55,34
1972,35,New Mexico,Other races male,"5,685","5,846","5,739","4,749","3,361","2,629","2,233","1,805","1,621","1,349","1,184",963,839,771,506,340,193,164
1972,35,New Mexico,Other races female,"5,679","6,025","5,936","5,083","3,955","2,970","2,612","2,322","1,945","1,549","1,267","1,038",913,725,444,266,185,175
1972,36,New York,White male,"599,793","666,888","747,725","703,124","598,006","549,855","443,083","408,262","448,053","465,613","460,093","418,328","367,811","283,298","204,947","138,635","78,746","42,388"
1972,36,New York,White female,"571,731","636,656","714,543","696,566","649,398","574,604","465,156","431,764","474,657","511,394","513,604","473,910","427,348","363,778","296,397","220,497","138,024","87,274"
1972,36,New York,Black male,"114,558","123,596","127,217","109,324","83,908","75,725","71,502","63,831","61,361","54,996","47,227","36,506","28,659","21,278","13,335","7,540","3,488","2,044"
1972,36,New York,Black female,"113,426","121,763","126,471","113,457","105,879","97,788","91,631","81,325","75,808","68,018","60,282","48,626","39,927","30,194","19,707","11,967","6,474","4,511"
1972,36,New York,Other races male,"10,855","10,277","9,715","9,192","9,209","9,446","10,426","8,311","6,950","5,786","4,695","3,699","3,225","2,775","1,925","1,181",614,359
1972,36,New York,Other races female,"10,591","9,852","9,228","9,019","10,391","10,931","10,525","8,168","6,964","5,414","4,457","3,596","2,926","2,195","1,643","1,048",607,395
1972,37,North Carolina,White male,"163,599","175,241","194,204","203,757","199,524","156,158","128,476","115,133","118,713","118,200","110,508","94,210","77,772","57,884","39,499","25,387","13,841","7,556"
1972,37,North Carolina,White female,"155,260","166,394","185,009","187,351","183,877","156,955","130,668","119,635","122,854","125,096","118,914","105,824","93,743","76,765","57,540","41,171","24,955","15,796"
1972,37,North Carolina,Black male,"58,524","64,943","73,306","72,801","54,964","33,733","27,193","23,528","24,814","24,752","24,585","22,079","18,615","15,179","9,576","5,890","3,101","1,990"
1972,37,North Carolina,Black female,"58,064","64,286","72,729","72,520","56,717","36,938","31,028","28,704","30,384","29,935","28,910","25,908","22,935","20,037","13,027","8,512","4,910","3,713"
1972,37,North Carolina,Other races male,"3,527","3,501","3,642","3,606","3,584","2,253","1,859","1,492","1,301","1,075",909,744,622,501,298,195,141,128
1972,37,North Carolina,Other races female,"3,456","3,431","3,538","3,252","3,182","2,522","2,208","1,819","1,551","1,302","1,060",914,752,522,358,216,161,142
1972,38,North Dakota,White male,"25,365","28,550","33,720","33,247","28,751","20,666","16,116","14,733","15,582","15,748","16,007","15,252","13,800","11,186","8,280","5,944","3,760","2,333"
1972,38,North Dakota,White female,"23,991","27,313","32,299","31,784","25,805","18,840","15,600","14,653","15,317","15,411","15,697","14,996","13,765","11,662","9,340","7,227","5,033","3,609"
1972,38,North Dakota,Black male,177,164,133,137,459,180,133,219,73,9,7,4,5,5,3,1,2,5
1972,38,North Dakota,Black female,158,145,120,72,94,101,94,75,26,9,8,3,9,6,3,1,1,0
1972,38,North Dakota,Other races male,"1,208","1,270","1,303","1,018",703,504,431,383,338,263,226,173,180,149,106,61,29,24
1972,38,North Dakota,Other races female,"1,219","1,271","1,294","1,006",729,545,519,431,364,289,249,218,161,138,106,69,33,40
1972,39,Ohio,White male,"409,169","448,383","506,014","473,273","386,922","342,428","277,098","249,189","270,746","281,067","271,793","233,297","191,579","143,331","102,773","72,914","43,032","24,670"
1972,39,Ohio,White female,"389,815","427,713","483,411","468,440","416,442","350,308","286,293","260,042","279,790","299,692","291,529","253,474","217,325","179,521","146,512","114,580","75,972","50,662"
1972,39,Ohio,Black male,"49,610","52,706","59,354","53,650","37,733","28,551","25,258","23,730","25,997","25,787","23,419","19,208","15,666","12,484","8,647","5,341","2,503","1,583"
1972,39,Ohio,Black female,"48,885","52,748","59,992","55,794","45,962","34,554","31,132","29,356","30,721","29,427","25,858","21,254","17,600","14,659","10,367","6,840","3,740","2,624"
1972,39,Ohio,Other races male,"1,915","1,680","1,484","1,316","1,535","1,638","1,565","1,184","1,064",830,602,430,340,307,239,176,98,94
1972,39,Ohio,Other races female,"2,049","1,700","1,565","1,395","1,840","1,974","1,771","1,445","1,205",894,672,484,461,372,291,247,137,104
1972,40,Oklahoma,White male,"90,441","99,260","113,164","112,896","102,942","83,925","66,847","60,768","64,047","65,603","63,464","57,480","52,482","44,853","32,450","21,888","12,819","7,723"
1972,40,Oklahoma,White female,"85,821","94,270","107,479","107,931","97,847","83,348","68,572","64,047","66,597","69,084","67,183","63,543","60,945","54,852","43,541","32,874","21,871","15,354"
1972,40,Oklahoma,Black male,"9,571","10,113","11,201","10,557","8,159","4,863","3,757","3,308","3,342","3,268","3,240","3,000","2,901","2,820","2,132","1,462",880,660
1972,40,Oklahoma,Black female,"9,542","9,995","11,009","10,406","7,969","5,498","4,683","4,379","4,242","4,119","3,970","3,852","3,818","3,589","2,727","1,854","1,127",988
1972,40,Oklahoma,Other races male,"6,341","6,573","7,330","6,960","5,180","3,752","3,208","2,742","2,648","2,606","2,372","2,228","1,958","1,830","1,263",766,404,265
1972,40,Oklahoma,Other races female,"6,093","6,468","7,356","6,887","5,181","3,774","3,454","3,151","3,038","2,901","2,742","2,607","2,378","2,255","1,627","1,107",671,449
1972,41,Oregon,White male,"83,331","92,062","106,339","102,906","84,401","80,635","64,166","54,498","56,203","58,222","58,841","54,333","47,206","37,855","27,482","19,067","11,345","6,900"
1972,41,Oregon,White female,"79,399","87,957","102,055","102,222","90,653","80,471","63,826","55,438","57,389","61,440","61,558","56,847","50,700","42,334","34,174","26,351","17,916","12,515"
1972,41,Oregon,Black male,"1,561","1,585","1,654","1,765","1,528","1,128",864,693,673,674,663,586,472,355,214,104,66,32
1972,41,Oregon,Black female,"1,450","1,524","1,646","1,882","1,446",960,815,642,655,727,690,539,469,316,199,134,66,73
1972,41,Oregon,Other races male,"1,882","1,806","1,921","2,002","2,166","1,653","1,300",978,862,824,712,606,492,433,288,172,126,96
1972,41,Oregon,Other races female,"1,845","1,906","2,082","2,211","2,230","1,641","1,337","1,151","1,023",924,746,550,405,363,281,213,112,90
1972,42,Pennsylvania,White male,"406,278","458,482","529,962","508,963","407,603","353,743","282,534","264,227","305,479","330,299","333,466","298,284","251,242","190,323","133,871","93,135","52,895","28,934"
1972,42,Pennsylvania,White female,"388,102","438,693","506,765","502,169","434,051","360,920","294,846","281,706","324,425","361,950","367,116","331,772","290,602","240,263","191,320","145,698","93,388","60,049"
1972,42,Pennsylvania,Black male,"48,149","54,014","58,975","52,256","37,238","29,001","25,650","23,563","26,099","26,603","24,722","20,278","16,958","14,179","9,912","6,010","2,737","1,706"
1972,42,Pennsylvania,Black female,"47,717","53,562","59,262","54,666","45,385","35,901","32,415","30,511","32,286","31,630","29,172","24,591","20,745","17,615","12,283","7,971","4,187","3,034"
1972,42,Pennsylvania,Other races male,"2,167","1,960","1,645","1,571","1,743","1,865","1,799","1,409","1,211",883,648,535,473,433,339,253,160,105
1972,42,Pennsylvania,Other races female,"2,195","1,929","1,710","1,580","2,156","2,292","1,938","1,546","1,339",960,726,578,503,474,388,278,178,119
1972,44,Rhode Island,White male,"35,898","40,149","44,671","45,012","48,498","32,451","24,658","22,322","25,103","27,370","27,230","24,166","20,320","15,258","11,331","7,815","4,511","2,462"
1972,44,Rhode Island,White female,"34,326","38,380","42,827","43,047","40,460","31,892","25,003","22,990","26,419","29,764","30,122","27,611","24,809","21,043","17,045","13,020","8,273","5,581"
1972,44,Rhode Island,Black male,"1,554","1,536","1,575","1,701","1,876","1,075",893,696,697,607,479,381,293,230,170,122,65,33
1972,44,Rhode Island,Black female,"1,503","1,521","1,560","1,520","1,353","1,004",826,775,739,667,586,449,380,301,251,149,102,77
1972,44,Rhode Island,Other races male,392,323,272,286,542,427,373,254,195,123,117,84,74,60,48,36,22,15
1972,44,Rhode Island,Other races female,356,296,288,266,311,300,256,226,178,143,112,100,85,82,59,46,29,25
1972,45,South Carolina,White male,"78,636","83,789","92,298","99,297","99,101","75,534","60,887","53,564","53,596","53,884","50,818","42,709","34,405","24,685","16,071","9,875","4,986","2,715"
1972,45,South Carolina,White female,"75,095","79,673","87,857","88,677","86,338","73,935","60,168","54,531","55,031","56,707","53,827","47,207","41,454","32,975","24,367","17,248","10,497","6,631"
1972,45,South Carolina,Black male,"43,796","48,149","54,138","53,209","37,423","23,041","18,613","15,524","15,983","16,273","16,085","14,267","11,892","10,004","5,941","3,869","2,060","1,263"
1972,45,South Carolina,Black female,"43,712","48,076","53,930","52,597","39,465","25,448","20,946","19,282","20,136","19,796","19,039","17,077","15,227","13,993","8,692","6,019","3,437","2,543"
1972,45,South Carolina,Other races male,426,390,368,452,696,373,358,246,214,141,88,72,68,51,32,24,12,47
1972,45,South Carolina,Other races female,424,403,378,341,466,430,432,354,276,214,130,84,102,69,43,35,20,22
1972,46,South Dakota,White male,"25,465","29,079","34,475","34,122","26,920","19,721","15,762","14,709","16,385","17,408","17,369","15,775","14,056","11,801","9,666","7,061","4,446","2,678"
1972,46,South Dakota,White female,"24,407","28,099","33,126","33,418","25,570","18,919","15,963","15,360","16,481","17,046","17,183","16,044","14,907","13,148","11,391","9,305","6,438","4,495"
1972,46,South Dakota,Black male,98,92,83,157,362,83,72,89,52,18,17,13,10,9,6,12,2,3
1972,46,South Dakota,Black female,97,91,77,75,72,46,48,43,18,21,19,12,8,9,9,2,5,0
1972,46,South Dakota,Other races male,"2,796","2,789","2,692","2,262","1,401","1,050",917,758,702,617,558,523,408,336,262,176,86,56
1972,46,South Dakota,Other races female,"2,842","2,736","2,629","2,321","1,553","1,165",964,921,790,707,609,502,409,318,239,169,103,82
1972,47,Tennessee,White male,"136,644","148,537","166,991","166,278","145,573","127,502","105,649","92,958","96,209","97,012","92,780","81,914","71,315","56,273","39,037","25,330","14,277","8,352"
1972,47,Tennessee,White female,"129,840","141,374","158,383","158,276","148,834","129,650","108,097","99,215","101,821","104,992","101,102","91,299","82,917","70,612","54,242","39,668","24,985","16,532"
1972,47,Tennessee,Black male,"32,463","35,804","39,715","37,290","26,376","17,159","13,894","11,979","12,743","12,775","12,822","12,275","11,349","10,295","6,963","4,524","2,506","1,607"
1972,47,Tennessee,Black female,"32,074","35,492","39,854","38,397","30,277","20,651","17,531","16,270","16,650","16,193","15,632","14,727","14,052","12,746","8,917","6,051","3,433","2,832"
1972,47,Tennessee,Other races male,468,402,372,493,640,462,434,325,270,182,146,106,107,75,50,38,47,58
1972,47,Tennessee,Other races female,488,434,411,346,551,554,487,383,322,229,225,132,143,114,104,69,51,43
1972,48,Texas,White male,"448,460","476,622","528,596","512,894","476,044","390,580","306,204","274,301","281,375","278,699","258,614","225,023","193,869","155,400","107,485","68,984","38,420","21,776"
1972,48,Texas,White female,"429,027","457,991","507,186","493,067","458,416","387,371","310,900","282,451","289,319","292,873","272,701","243,053","218,732","189,300","145,539","106,627","67,955","45,869"
1972,48,Texas,Black male,"76,615","80,759","86,990","81,310","64,022","44,700","36,991","32,485","32,599","30,660","28,182","25,176","22,956","20,755","14,470","9,232","4,869","3,384"
1972,48,Texas,Black female,"75,722","80,479","86,120","79,731","67,039","49,508","42,497","38,284","38,165","35,688","32,307","29,008","27,066","24,951","17,555","11,740","6,818","5,408"
1972,48,Texas,Other races male,"3,832","3,768","3,577","3,640","4,768","3,561","2,993","2,235","1,866","1,513","1,069",878,738,578,369,228,136,121
1972,48,Texas,Other races female,"3,867","3,707","3,557","3,332","4,071","3,905","3,294","2,804","2,429","1,783","1,231",947,798,616,455,283,178,122
1972,49,Utah,White male,"63,592","57,740","62,376","59,752","52,900","42,453","30,876","26,372","26,585","25,732","24,566","20,978","17,539","13,490","9,663","6,242","3,670","2,157"
1972,49,Utah,White female,"60,388","55,571","59,892","60,462","56,285","41,532","31,183","26,998","26,643","26,398","25,406","21,747","18,781","15,588","12,278","8,791","5,847","3,809"
1972,49,Utah,Black male,334,357,350,"1,204",617,284,188,172,156,160,154,130,86,77,33,27,13,10
1972,49,Utah,Black female,366,322,325,301,312,208,157,141,135,152,134,114,81,65,46,39,25,14
1972,49,Utah,Other races male,"1,425","1,286","1,487","1,493","1,265",988,658,498,462,441,379,256,203,183,121,78,74,62
1972,49,Utah,Other races female,"1,423","1,393","1,562","1,605","1,329",908,696,539,537,440,353,248,172,149,125,119,64,40
1972,50,Vermont,White male,"20,122","22,188","24,462","23,496","19,629","16,636","13,508","11,606","11,731","11,653","11,317","10,195","9,173","7,391","5,536","3,681","2,128","1,289"
