observationDate,variableMeasured
2011,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2012,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2013,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2014,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2015,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2016,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2017,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2018,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2019,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2021,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2022,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2005,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2020,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2023,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2024,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2000,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2001,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2002,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2003,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
2004,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_Male_AsAFractionOf_Count_Person_25To34Years_Male
