GeoId,CACountyName,CALicensedHealthcareFacilityBedFACID,CALicensedHealthcareFacilityName,CALicensedHealthcareFacilityType,CALicensedHealthcareFacilityBedType,CALicensedHealthcareFacilityBedCapacity
geoId/06067,SACRAMENTO,ELMS/100000048,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,136
geoId/06077,SAN JOAQUIN,ELMS/100000049,WINDSOR ELMHAVEN CARE CENTER,SkilledNursingFacility,SKILLED NURSING,128
geoId/06099,STANISLAUS,ELMS/100000051,ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITAL,SkilledNursingFacility,SKILLED NURSING,180
geoId/06099,STANISLAUS,ELMS/100000055,GARDEN CITY HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,104
geoId/06067,SACRAMENTO,ELMS/100000057,ESKATON CARE CENTER GREENHAVEN,SkilledNursingFacility,SKILLED NURSING,148
geoId/06077,SAN JOAQUIN,ELMS/100000058,TRACY NURSING AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,62
geoId/06067,SACRAMENTO,ELMS/100000059,DOUBLE TREE POST ACUTE CARE CENTER,SkilledNursingFacility,SKILLED NURSING,122
geoId/06077,SAN JOAQUIN,ELMS/100000069,GOOD SAMARITAN REHABILITATION AND CARE CENTER,SkilledNursingFacility,SKILLED NURSING,98
geoId/06067,SACRAMENTO,ELMS/100000070,SHERWOOD HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,62
geoId/06099,STANISLAUS,ELMS/100000072,HY-LOND HEALTH CARE CENTER - MODESTO,SkilledNursingFacility,SKILLED NURSING,120
geoId/06077,SAN JOAQUIN,ELMS/100000073,STOCKTON NURSING CENTER,SkilledNursingFacility,SKILLED NURSING,119
geoId/06077,SAN JOAQUIN,ELMS/100000082,ST. JUDE CARE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06067,SACRAMENTO,ELMS/100000084,PIONEER HOUSE,SkilledNursingFacility,SKILLED NURSING,49
geoId/06077,SAN JOAQUIN,ELMS/100000086,PLYMOUTH SQUARE,SkilledNursingFacility,SKILLED NURSING,38
geoId/06067,SACRAMENTO,ELMS/100000089,APPLEWOOD POST ACUTE,SkilledNursingFacility,SKILLED NURSING,51
geoId/06067,SACRAMENTO,ELMS/100000091,BRIARWOOD POST ACUTE,SkilledNursingFacility,SKILLED NURSING,49
geoId/06067,SACRAMENTO,ELMS/100000092,DYCORA TRANSITIONAL HEALTH - GALT,SkilledNursingFacility,SKILLED NURSING,99
geoId/06067,SACRAMENTO,ELMS/100000093,MCKINLEY PARK CARE CENTER,SkilledNursingFacility,SKILLED NURSING,86
geoId/06067,SACRAMENTO,ELMS/100000097,SAYLOR LANE HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,42
geoId/06113,YOLO,ELMS/100000100,STOLLWOOD CONVALESCENT HOSPITAL,SkilledNursingFacility,SKILLED NURSING,48
geoId/06077,SAN JOAQUIN,ELMS/100000104,VIENNA NURSING AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,150
geoId/06099,STANISLAUS,ELMS/100000107,MODESTO POST ACUTE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06067,SACRAMENTO,ELMS/100000170,"ALTA'S ICF, INC.",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,14
geoId/06061,PLACER,ELMS/100000175,CASA DEL MAR #2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100000187,OMEGA HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100000194,LOCUST HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,15
geoId/06067,SACRAMENTO,ELMS/100000201,PRESIDENT JOHN ADAMS MANOR III - FALCONER,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,14
geoId/06077,SAN JOAQUIN,ELMS/100000290,RIVERWOOD HEALTH CARE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06077,SAN JOAQUIN,ELMS/100000324,NEW HOPE POST ACUTE CARE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06077,SAN JOAQUIN,ELMS/100000495,TAHOE HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06061,PLACER,ELMS/100000522,CASA DEL MAR #3,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06061,PLACER,ELMS/100000524,CASA DEL MAR #4,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06067,SACRAMENTO,ELMS/100000733,JEAN MARTIN HOME #1,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100000773,CLEARWATER HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,120
geoId/06077,SAN JOAQUIN,ELMS/100000814,WAGNER HEIGHTS NURSING AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,152
geoId/06077,SAN JOAQUIN,ELMS/100000826,CREEKSIDE CENTER,SkilledNursingFacility,SKILLED NURSING,75
geoId/06067,SACRAMENTO,ELMS/100000834,RCCA - BRENTFORD,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06099,STANISLAUS,ELMS/100000851,VINTAGE FAIRE NURSING & REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06067,SACRAMENTO,ELMS/100000911,JEAN MARTIN HOME #2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100000962,CAPITAL TRANSITIONAL CARE,SkilledNursingFacility,SKILLED NURSING,121
geoId/06077,SAN JOAQUIN,ELMS/100000998,WAWONA HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100000999,JEAN MARTIN HOME #3,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001061,"CAREMERIDIAN, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,15
geoId/06077,SAN JOAQUIN,ELMS/100001075,NAVAJO HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001154,RCCA - LA ALMENDRA,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001166,CARCIDO'S ICF/DD-H #1,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001179,GAPASIN MANOR ICF DDN #1,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06113,YOLO,ELMS/100001246,"WRS INC., GUM PROGRAM",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06113,YOLO,ELMS/100001249,"WRS INC., SQUAW PROGRAM",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001299,RCCA - FARNELL,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001332,CARCIDO'S ICF/DD-H #2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001371,GABRIEL'S ICF/DDN,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100001398,SHIRLEY'S ICF/DD-N #1,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100001399,"LAGUNA ICF, INC.",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100001424,GAPASIN MANOR ICF DDN #2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06061,PLACER,ELMS/100001432,RCCA - LOVE WAY,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06061,PLACER,ELMS/100001433,RCCA - WESTWOOD,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001441,SOLARI RANCH,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,15
geoId/06113,YOLO,ELMS/100001449,"WRS INC., ELLIOT PROGRAM",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06113,YOLO,ELMS/100001451,WRS INC. EVERGREEN PROGRAM,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06113,YOLO,ELMS/100001453,"WRS INC., MARSHALL PROGRAM",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06113,YOLO,ELMS/100001455,WRS INC. NORTH PROGRAM,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100001457,CARCIDO'S ICF/DD-H #3,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001481,RCCA - PHOENIX,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06067,SACRAMENTO,ELMS/100001482,RCCA - GREEN PARK,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001484,RCCA - LEQUEL,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001498,RCCA - CHIMANGO,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001505,"DUKE FACILITIES, INC. #1",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001511,GAPASIN MANOR ICF DDN #3,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06067,SACRAMENTO,ELMS/100001513,QUALITY QUEST,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001535,MEADOWOOD A HEALTH & REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,100
geoId/06077,SAN JOAQUIN,ELMS/100001573,CARCIDO'S ICF/DD-H #4,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001594,SHIRLEY'S ICF/DD-H #2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001617,ALPINE ICF,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100001641,ESTRELLA'S ICF/DD-H,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06113,YOLO,ELMS/100001676,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,SkilledNursingFacility,SKILLED NURSING,37
geoId/06077,SAN JOAQUIN,ELMS/100001687,"DUKE FACILITIES, INC. #2",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06077,SAN JOAQUIN,ELMS/100001766,SHIRLEY'S ICF/DD-N #3,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100001768,WOODBRIDGE ICF,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001781,ANTELOPE HILLS MANOR ICF DDN,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06067,SACRAMENTO,ELMS/100001789,MY FRIENDS PEDIATRIC DAY HEALTH CARE CENTER,PediatricDayHealth&RespiteCareFacility,PEDI. DAY & RESPITE CARE,4
geoId/06077,SAN JOAQUIN,ELMS/100001800,J & M'S ICF/DDH HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/100001804,MY FRIENDS PEDIATRIC DAY HEALTH CARE CENTER II,PediatricDayHealth&RespiteCareFacility,PEDI. DAY & RESPITE CARE,2
geoId/06077,SAN JOAQUIN,ELMS/100001805,BEAR CREEK ICF-DDN,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06077,SAN JOAQUIN,ELMS/100001810,SHIRLEY'S ICF/DD-H #4,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06099,STANISLAUS,ELMS/100001820,ALEXANDER COHEN HOSPICE HOUSE,HospiceFacility,HOSPICE,16
geoId/06097,SONOMA,ELMS/110000007,SUTTER SANTA ROSA REGIONAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,12
geoId/06097,SONOMA,ELMS/110000007,SUTTER SANTA ROSA REGIONAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,12
geoId/06097,SONOMA,ELMS/110000007,SUTTER SANTA ROSA REGIONAL HOSPITAL,GeneralAcuteCareHospital,PERINATAL,10
geoId/06097,SONOMA,ELMS/110000007,SUTTER SANTA ROSA REGIONAL HOSPITAL,GeneralAcuteCareHospital,PEDIATRIC,0
geoId/06097,SONOMA,ELMS/110000007,SUTTER SANTA ROSA REGIONAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,50
geoId/06045,MENDOCINO,ELMS/110000008,ADVENTIST HEALTH  HOWARD MEMORIAL,GeneralAcuteCareHospital,INTENSIVE CARE,4
geoId/06045,MENDOCINO,ELMS/110000008,ADVENTIST HEALTH  HOWARD MEMORIAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,21
geoId/06097,SONOMA,ELMS/110000009,HEALDSBURG DISTRICT HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,4
geoId/06097,SONOMA,ELMS/110000009,HEALDSBURG DISTRICT HOSPITAL,GeneralAcuteCareHospital,PERINATAL,5
geoId/06097,SONOMA,ELMS/110000009,HEALDSBURG DISTRICT HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,17
geoId/06095,SOLANO,ELMS/110000010,NORTHBAY MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,24
geoId/06095,SOLANO,ELMS/110000010,NORTHBAY MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,16
geoId/06095,SOLANO,ELMS/110000010,NORTHBAY MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,13
geoId/06095,SOLANO,ELMS/110000010,NORTHBAY MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,101
geoId/06095,SOLANO,ELMS/110000011,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,GeneralAcuteCareHospital,INTENSIVE CARE,24
geoId/06095,SOLANO,ELMS/110000011,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,16
geoId/06095,SOLANO,ELMS/110000011,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,GeneralAcuteCareHospital,PERINATAL,32
geoId/06095,SOLANO,ELMS/110000011,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,GeneralAcuteCareHospital,REHABILITATION,48
geoId/06095,SOLANO,ELMS/110000011,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,128
geoId/06095,SOLANO,ELMS/110000013,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,166
geoId/06095,SOLANO,ELMS/110000018,FAIRFIELD POST-ACUTE REHAB,SkilledNursingFacility,SKILLED NURSING,99
geoId/06033,LAKE,ELMS/110000019,SUTTER LAKESIDE HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,4
geoId/06033,LAKE,ELMS/110000019,SUTTER LAKESIDE HOSPITAL,GeneralAcuteCareHospital,PERINATAL,3
geoId/06033,LAKE,ELMS/110000019,SUTTER LAKESIDE HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,23
geoId/06023,HUMBOLDT,ELMS/110000021,MAD RIVER COMMUNITY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06023,HUMBOLDT,ELMS/110000021,MAD RIVER COMMUNITY HOSPITAL,GeneralAcuteCareHospital,PERINATAL,10
geoId/06023,HUMBOLDT,ELMS/110000021,MAD RIVER COMMUNITY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,62
geoId/06045,MENDOCINO,ELMS/110000023,MENDOCINO COAST  DISTRICT HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,4
geoId/06045,MENDOCINO,ELMS/110000023,MENDOCINO COAST  DISTRICT HOSPITAL,GeneralAcuteCareHospital,PERINATAL,7
geoId/06045,MENDOCINO,ELMS/110000023,MENDOCINO COAST  DISTRICT HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,38
geoId/06095,SOLANO,ELMS/110000030,HEARTWOOD AVENUE HEALTHCARE,SkilledNursingFacility,SKILLED NURSING,60
geoId/06095,SOLANO,ELMS/110000031,LA MARIPOSA CARE & REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06097,SONOMA,ELMS/110000038,SONOMA SPECIALTY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,5
geoId/06097,SONOMA,ELMS/110000038,SONOMA SPECIALTY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,32
geoId/06097,SONOMA,ELMS/110000040,PETALUMA VALLEY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,9
geoId/06097,SONOMA,ELMS/110000040,PETALUMA VALLEY HOSPITAL,GeneralAcuteCareHospital,PERINATAL,10
geoId/06097,SONOMA,ELMS/110000040,PETALUMA VALLEY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,61
geoId/06055,NAPA,ELMS/110000041,QUEEN OF THE VALLEY MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,36
geoId/06055,NAPA,ELMS/110000041,QUEEN OF THE VALLEY MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,6
geoId/06055,NAPA,ELMS/110000041,QUEEN OF THE VALLEY MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,22
geoId/06055,NAPA,ELMS/110000041,QUEEN OF THE VALLEY MEDICAL CENTER,GeneralAcuteCareHospital,REHABILITATION,14
geoId/06055,NAPA,ELMS/110000041,QUEEN OF THE VALLEY MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,122
geoId/06033,LAKE,ELMS/110000044,ADVENTIST HEALTH CLEARLAKE,GeneralAcuteCareHospital,INTENSIVE CARE,4
geoId/06033,LAKE,ELMS/110000044,ADVENTIST HEALTH CLEARLAKE,GeneralAcuteCareHospital,PERINATAL,4
geoId/06033,LAKE,ELMS/110000044,ADVENTIST HEALTH CLEARLAKE,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,24
geoId/06023,HUMBOLDT,ELMS/110000045,REDWOOD MEMORIAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,4
geoId/06023,HUMBOLDT,ELMS/110000045,REDWOOD MEMORIAL HOSPITAL,GeneralAcuteCareHospital,PERINATAL,8
geoId/06023,HUMBOLDT,ELMS/110000045,REDWOOD MEMORIAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,23
geoId/06055,NAPA,ELMS/110000046,NAPA VALLEY CARE CENTER,SkilledNursingFacility,SKILLED NURSING,130
geoId/06015,DEL NORTE,ELMS/110000049,SUTTER COAST HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06015,DEL NORTE,ELMS/110000049,SUTTER COAST HOSPITAL,GeneralAcuteCareHospital,PERINATAL,4
geoId/06015,DEL NORTE,ELMS/110000049,SUTTER COAST HOSPITAL,GeneralAcuteCareHospital,REHABILITATION,10
geoId/06015,DEL NORTE,ELMS/110000049,SUTTER COAST HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,29
geoId/06055,NAPA,ELMS/110000053,PINER'S NURSING HOME,SkilledNursingFacility,SKILLED NURSING,49
geoId/06097,SONOMA,ELMS/110000056,SONOMA VALLEY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06097,SONOMA,ELMS/110000056,SONOMA VALLEY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,18
geoId/06023,HUMBOLDT,ELMS/110000057,JEROLD PHELPS COMMUNITY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,9
geoId/06055,NAPA,ELMS/110000058,ADVENTIST HEALTH ST. HELENA,GeneralAcuteCareHospital,INTENSIVE CARE,12
geoId/06055,NAPA,ELMS/110000058,ADVENTIST HEALTH ST. HELENA,GeneralAcuteCareHospital,PERINATAL,7
geoId/06055,NAPA,ELMS/110000058,ADVENTIST HEALTH ST. HELENA,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,132
geoId/06055,NAPA,ELMS/110000063,NAPA POST ACUTE,SkilledNursingFacility,SKILLED NURSING,120
geoId/06023,HUMBOLDT,ELMS/110000067,ST. JOSEPH HOSPITAL,GeneralAcuteCareHospital,CORONARY CARE,4
geoId/06023,HUMBOLDT,ELMS/110000067,ST. JOSEPH HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,16
geoId/06023,HUMBOLDT,ELMS/110000067,ST. JOSEPH HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,5
geoId/06023,HUMBOLDT,ELMS/110000067,ST. JOSEPH HOSPITAL,GeneralAcuteCareHospital,PERINATAL,11
geoId/06023,HUMBOLDT,ELMS/110000067,ST. JOSEPH HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,102
geoId/06095,SOLANO,ELMS/110000068,SUTTER SOLANO MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,12
geoId/06095,SOLANO,ELMS/110000068,SUTTER SOLANO MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,30
geoId/06095,SOLANO,ELMS/110000068,SUTTER SOLANO MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,64
geoId/06023,HUMBOLDT,ELMS/110000069,THE GENERAL HOSPITAL,GeneralAcuteCareHospital,REHABILITATION,15
geoId/06023,HUMBOLDT,ELMS/110000069,THE GENERAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,0
geoId/06045,MENDOCINO,ELMS/110000070,ADVENTIST HEALTH UKIAH VALLEY,GeneralAcuteCareHospital,INTENSIVE CARE,8
geoId/06045,MENDOCINO,ELMS/110000070,ADVENTIST HEALTH UKIAH VALLEY,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,4
geoId/06045,MENDOCINO,ELMS/110000070,ADVENTIST HEALTH UKIAH VALLEY,GeneralAcuteCareHospital,PERINATAL,15
geoId/06045,MENDOCINO,ELMS/110000070,ADVENTIST HEALTH UKIAH VALLEY,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,41
geoId/06095,SOLANO,ELMS/110000073,ADVENTIST HEALTH VALLEJO,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,61
geoId/06095,SOLANO,ELMS/110000074,SPRINGS ROAD HEALTHCARE,SkilledNursingFacility,SKILLED NURSING,65
geoId/06095,SOLANO,ELMS/110000077,GREENFIELD CARE CENTER OF FAIRFIELD,SkilledNursingFacility,SKILLED NURSING,90
geoId/06095,SOLANO,ELMS/110000084,ORCHARD POST ACUTE CARE,SkilledNursingFacility,SKILLED NURSING,87
geoId/06097,SONOMA,ELMS/110000233,VALLEY OF THE MOON POST ACUTE,SkilledNursingFacility,SKILLED NURSING,27
geoId/06095,SOLANO,ELMS/110000378,NORTHBAY VACAVALLEY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06095,SOLANO,ELMS/110000378,NORTHBAY VACAVALLEY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,44
geoId/06095,SOLANO,ELMS/110000467,VACAVILLE CONVALESCENT AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,120
geoId/06097,SONOMA,ELMS/110000508,KAISER FOUNDATION HOSPITAL - SANTA ROSA,GeneralAcuteCareHospital,INTENSIVE CARE,20
geoId/06097,SONOMA,ELMS/110000508,KAISER FOUNDATION HOSPITAL - SANTA ROSA,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,11
geoId/06097,SONOMA,ELMS/110000508,KAISER FOUNDATION HOSPITAL - SANTA ROSA,GeneralAcuteCareHospital,PERINATAL,17
geoId/06097,SONOMA,ELMS/110000508,KAISER FOUNDATION HOSPITAL - SANTA ROSA,GeneralAcuteCareHospital,PEDIATRIC,7
geoId/06097,SONOMA,ELMS/110000508,KAISER FOUNDATION HOSPITAL - SANTA ROSA,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,118
geoId/06023,HUMBOLDT,ELMS/110000621,JEROLD PHELPS COMMUNITY HOSPITAL D/P SNF,SkilledNursingFacility,SKILLED NURSING,8
geoId/06097,SONOMA,ELMS/110000702,HEALDSBURG DISTRICT HOSPITAL D/P SNF,SkilledNursingFacility,SKILLED NURSING,17
geoId/06055,NAPA,ELMS/110000760,THE MEADOWS OF NAPA VALLEY CARE CENTER,SkilledNursingFacility,SKILLED NURSING,69
geoId/06095,SOLANO,ELMS/110000863,LAUREL CREEK HEALTH CENTER,SkilledNursingFacility,SKILLED NURSING,60
