STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2007,,-2.48E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2008,,-4.96E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2009,,-1.15E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2010,,3.24E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2011,,-1.62E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2012,,-3.43E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,1.71E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2014,,1.33E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2015,,3.24E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2016,,4.19E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2017,,3.80E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2018,,1.33E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2019,,-4.39E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2023,,1.33E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1975,,-7.15E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1985,,-9.54E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1989,,4.77E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1990,,2.86E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1992,,-4.77E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1993,,-2.38E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1994,,4.77E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1995,,0.1000027657,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1996,,0.100001812,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1997,,-0.1000061035,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1998,,-1.19E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2000,,6.02E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2010,,-1.43E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2011,,0.1000031233,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,-1.49E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2014,,-6.14E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2015,,0.09999994934,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2016,,0.1999984235,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2017,,-1.51E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2018,,0.09999994934,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2019,,3.02E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2020,,-3.08E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2021,,0.09999849647,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2022,,-2.67E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2023,,-2.23E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2010,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1980,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2001,,2.38E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2004,,-1.55E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2010,,4.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2011,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2012,,1.457221,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,1.489842,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2014,,1.565664,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2015,,1.603239,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2016,,1.544288,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2017,,1.568067,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2018,,1.80918,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2019,,1.984653,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2020,,2.146172,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2021,,2.319778,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FRA,France,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2022,,2.438931,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1995,,0.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1998,,1.31E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2001,,1.71E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2004,,1.57E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2007,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2010,,0.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,0.79,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2016,,1.14,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DEU,Germany,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2019,,0.97,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,GRC,Greece,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1993,,0.2000010014,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,GRC,Greece,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1995,,-0.1000022888,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,GRC,Greece,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1997,,-9.54E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1990,,-1.19E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1992,,-8.34E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1993,,-8.34E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1994,,-3.58E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1995,,3.58E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1996,,-1.55E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1997,,7.15E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1998,,-2.38E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1999,,1.19E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2000,,0.09999847412,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2001,,2.86E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2002,,-9.54E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2003,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2004,,-1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2006,,9.54E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2008,,-3.81E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2009,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2011,,1.55E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2012,,3.80E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,3.74E-06,,A,Normal value,0,Units,1,One
